"Username","Content","Date","Rating","Source","Engagement"
"Paula L.","Customer service is horrible. They give you false information and the supervisors are condescending and do not care about the customer. Ordered a jersey for a birthday gift, stated it shipped, 7 days later srill waiting, called cistomer service and they dont know where it is. They will send me a new one next day shipping, the next day order is still processing... i call they inform me that it needs to be made so it wont be shipped for ay least 3 days... missing the birthday which was the whe point of sending it next day. Spoke to 2 supervisors who were not nice... they offer to cancel the order, like I couldnt do that myself. I will never shop with them again.",2018-11-19,NA,"Site Jabber",NA
"Jake E.","I ordered gifts on December 5th. Called them on the 20th because package had not arrived. They told me that since it was in the mail it was not there problem. Last I checked, I was doing business with them not mail service. It is now January 2nd and I still do not have my order. This company is a joke. After writing the review fanatics agreed to refund my order, so I have to give them credit for that.",2019-01-04,NA,"Site Jabber",NA
"Robert S.","I ordered a hat for my son in law for his birthday, ""Men's New Era Graphite Arizona Cardinals Salute to Service"" 4 times the order was cancelled/refunded even though their web site still showed the hat was available. On the forth try I called their customer service to ensure it was available. By the way, prepare to wait 30 minutes before their customer service answers. Never got it. They refuned me but the refund was a dollar under what I paid. WTF",2016-11-27,NA,"Site Jabber",NA
"Dylan M.","Ordered a jersey May 1st, they said itd take 2-4 weeks to ship because it was a rookie jersey. Fast forward to June 9th my friend (who ordered the same jersey the same day) got his. I checked mine and it said it hadnt shipped so I called and the system was down so I called again later they said theyd ship it on June 21st but theyd call or email to confirm. Of course they never did so I called the following day and they said theyd ship it in September. I cancelled it and left feeling very angry. Never returning to Fanatics.",2018-06-14,NA,"Site Jabber",NA
"K W.","On two separate occasions I placed an order for an NHL t-shirt. Both times the confirmation e-mail said ""ships in one day"". After a week, I checked the order status on their website which showed it as ""pending"". After two weeks of checking on-line, I called their customer service number only to be told (by a recording) that the orders were cancelled. If I hadn't have called, I'm pretty sure they would never had let me know the orders were cancelled. Only saving grace is that they didn't charge my card. I will never again buy anything from Fanatics. Unfortunately they seem to have a lock on the NHL apparel market. Oh well - off to the team store to make my purchase in person.",NA,NA,"Site Jabber",NA
"Alberto G.","Never got a reply back, there is no way, they sent me a wrong case for my phone. Just for this reason, in case you get a wrong order, you should not and never buy from them. Scam",2018-11-05,NA,"Site Jabber",NA
"Mark M.","Fanatics is horrible when ordering anything. I ordered three sweatshirts. They come back and say one is custom made? I investigated my order. It doesn't say that its custom. I spoke with a supervisor and they are only going to refund me $96.00 out of a $182.00 order. I am so pissed! Dont ever order anything from this company. Fanatics Sucks!",NA,NA,"Site Jabber",NA
"Brad H.","I ordered a framed jersey, when it arrived the front corner was damaged. I called my sales rep and sent him photos, I've heard nothing from him since December 23rd. I also question the validity of the autograph. Would never buy from them again and I wouldn't recommend you to buy from them either.",2018-01-05,NA,"Site Jabber",NA
"Michael F.","Ordered a ""custom"" elite jersey because the elite NFL jerseys are only available as custom on the fanatics site, but I chose one of the suggested/pre-populated options of a player name/number. The jersey is fine, but it is just too big. The website says no returns for custom jerseys, but I thought maybe if I called in I could get someone to help me given that it was a popular/suggested player name and number combo, and I really just want to exchange it for a smaller size. The woman who I spoke with in customer service had zero concern and simply told me there was no way to return it. Maybe that's true, and the policy is just terrible, but as a customer who just spent several hundred dollars on buying merchandise from your site, I would expect a little concern and helpfulness, but received none. I'm not sure where I will be buying my sports merchandise online in the future, but it won't be Fanatics (or NFL Shop or any of the other sites that are controlled by Fanatics). The NFL should find a better partner or push for better customer service from a retail partner to which they have handed over so much control of NFL merchandise.",NA,NA,"Site Jabber",NA
"Sarah R.","Pursuant to their website and the itemized receipt I received, two custom shirts I ordered would ship within six business days from the order. This would mean by Monday, October 15, the items I paid for previously would be shipping at the latest. I have not received any shipping updates so I called their customer service to inquire about the two shirts I still have not received. I was told ""for some reason they've been delayed"". I then proceeded to tell them that I want to cancel these items since they didn't ship as promised. I was told since they are custom, they cannot be cancelled per their website. Their website also stated the custom item would ship within 6 business days, so why as a customer, am I not protected when they don't uphold their guidelines? I want to cancel the two items that have not shipped or have not been created. Millie from customer service stated this cannot be done, so I am filing a claim for items I did not receive as promised.",2018-10-19,NA,"Site Jabber",NA
"Zach N.","Order championship hat the moment it was available, week later received email that it would be another week until item shipped, and an email would be sent when order shipped. Week later and still no hat and no email that it shipped! Will never order another item from this horrible company! I will just pay more and order directly from team website. Don't recommend using Fanatics! You should be able to rate them a zero. If I could rate them negative#, definitely would. Don't trust them, don't even have a customer service # to call, to get problem resolved!",2017-01-06,NA,"Site Jabber",NA
"mark w.","After taking two weeks to receive my hat, i opened the box to find that they had sent me the wrong one. To make matters worse, they then informed me that the hat I actually ordered was sold out. I now have to ship back the hat that I didn't order to get my refund with no discount or compensation for their mistake. When I chatted online to discuss it with them, they didn't seem to care that would be taking up my own time to address their mistake (their time is worth more than mine I guess). UPDATE - I never wanted the hat you sent me! Also, you think you are doing me a favor for not charging me for the return of a product you should have never sent me? That should never have been in the discussion and should have been waived as soon as I contacted you. You do not understand customer service at all.",2018-06-12,NA,"Site Jabber",NA
"Blake H.","Paid $100 for two t shirts and a long sleeve shirt. Shirts are all Nike and made of the cheapest cotton money can buy. Two of the shirts shrunk beyond belief from a cold wash and the other feels like the logo and lettering was ironed on by an amateur t shirt company working a center stand at the mall. I know Nike wouldnt produce such garbage, wouldnt surprise me if fanatics had some sweat shop somewhere making this crap",2017-10-18,NA,"Site Jabber",NA
"Drew W.","I paid extra fees for faster 3 day shipping so I would get this jersey before I went out of town. Unfortunately the extra fee I paid was a lie and they delivered 10 days later. SO disappointed with this site. I feel scammed out of my money. Not only will I never return as a customer but I will actively spread the word about how bad this company rips off their customers. These people should be ashamed of themselves.",NA,NA,"Site Jabber",NA
"Jesse B.","After receiving a damaged jersey shipped to me in Canada I contacted customer service via Live Chat the same day the item was received.

They directed me to where I could get a return shipping label. After several minutes of back and forth, they were unable to direct me to or provide me with a shipping label. Instead, they told me to ship the item myself and they would refund the jersey and the cost to ship the item once received.

I sent the item via Canada Post the following day and notified Fanatics of the tracking number and the cost I incurred shipping it back. I notified them of this through Live Chat Assistance for their records.

Turns out they refunded my order the same date of my first contact and I was not actually required to return the jersey despite what the agent told me on my initial contact.

Now they will refuse to re-imburse my shipping costs that they told me would be reimbursed (I have all the conversations printed for my records).

They only could offer me free shipping on a new order or 20% off a new order. Why on earth would I place a new order after this experience?

So now I have no jersey (I should have been told to keep the damaged item) and I am out almost $20 for shipping the item back thanks to Fanatics customer support.

Incredibly dissapointing experience with Fanatics.",2018-09-25,NA,"Site Jabber",NA
"P S.","I ordered a Notre Dame jersey for my son to wear to the game on Saturday. Spent over $100 and was guaranteed two day delivery. Well it shipped on time and was delivered to FedEx yesterday for delivery today but now I'm told it probably won't be delivered until the end of the day tomorrow. I spent 30 minutes on the phone with Customer Service and they offered to refund a portion of what I paid, but that's not the point. The point is that the shirt should have been delivered today as promised. The guy in customer service was very nice. I have ordered a lot from this place in the past but don't plan to order again.",2018-11-05,NA,"Site Jabber",NA
"C C.","Purchased an item from them for a Christmas gift in October that was to ship November 30th. Today, Dec 3rd, I receive email from my payment processor that the payment was refunded for my October order, but no email from Fanatics. So, I call customer service to see what was going on... come to find out that my item had been ""oversold"" and was therefore canceled with NO NOTIFICATION from them and no accountability other than ""this is not my company, I just work here and I don't why they do business this way"". If you are going to provide advance sales, then how can you ""oversell"" just make more based on the sales that you receive or limit the number?

Regardless, because of their inability to run a proper retail business, I will have a very disappointed husband come Christmas morning! Now I just get to hope that the item that I ordered in August that was expected to ship by March 19,2019 will actually come or instead I will just get an email back from my payment processor letting me know that I have received a refund! VERY DISAPPOINTING!",2018-12-04,NA,"Site Jabber",NA
"Michael S.","Below you will find my original review and fanatics response. More lies from this company. I have the email where they said guaranteed delivery or its free and in their response they claim that was for items ordered before 1/16/18 the problem there is the teams werent even set for the Super Bowl. The games hadnt been played yet. So how would you order super bowl gear before then.
Ordered jersey with guaranteed delivery by Friday feb 2nd or its free. Called today to hear not only was it not delivered but it will not be free. Terrible company. Order # 450-9736-2811

Response from Chastity S., Fanatics Representative
Responded 42 minutes ago
Hello Michael, thank you for your feedback! I am very sorry that the item didn't arrive as expected. Our number one concern is customer satisfaction. The item was scheduled to arrive from the manufacturer to our fulfillment center by no later than 2/2/2018. Unfortunately, these items were not delivered as intended. The manufacture has no informed us that it will ship on or before 2/6/2018. Our Guaranteed to Get there promotions were on orders placed prior to 1/16/2018. However, our site was offering to try to get all the Super Bowl items delivered by no later than 2/3/2018 in time for the game. Once again, I apologize for any frustration this may have caused you. Sincerely, Julian",NA,NA,"Site Jabber",NA
"Greg M.","They sent me the wrong jersey twice and they wouldn't exchange it. I had to buy a new ome and return the old one. I had to ship it back on my own dime. The customer service is horrible I had to speak with a manager just to get them to pay for shipping back a second time. What kind of online company doesnt do exchanges? They are a horrible company. Buyers BEWARE.

Hi Julian,

I don't care why you can't do exchanges. Obviously your system is not equipped for an online environment. Every other company I deal with online does exchanges. Fanatics is the worst just close up shop. Look at the negative reviews you get NO ONE likes your company.",2018-06-05,NA,"Site Jabber",NA
"Chavis W.","Ordered a hat and shirt for the super bowl on January 25th. I did realize that it was a special event item and would not ship until 1/31 in which it did. But my issue is that I don't understand why fanatics used two different shipping methods for my items. One of my items is being shipped FedEx ""smart post"" which has my item slated for a 2/6 delivery date which is well after the super bowl. My second item is being shipping FedEx ""home delivery"" and is slated to arrive tomorrow. This is the second time I've had issues with fanatics. I'll be looking elsewhere for my fan gear next time.",NA,NA,"Site Jabber",NA
"Hannah H.","Awful isn't even a profound enough word to describe this hideous and cringeworthy company. I ordered a size small and they sent me a size medium. I needed to wear the shirt for an event the following day, so there was no opportunity to return it and exchange it. I counted on this piece-of-excrement company and they let me down. I will NEVER, EVER buy another article of clothing from them. And will personally make sure that none of my friends, family, or any other acquaintance of mine buys their products either. So beyond livid at this deplorable company. I didn't know how pathetic company could be until I encountered them. DESPICABLE.",2017-04-29,NA,"Site Jabber",NA
"Denny W.","Ordered personalised OSU jerseys for my 2 grandson's. Did not make for Christmas and now it's the first of year still no jerseys. Emailed 3 times no response. This was my first and last order with this company. Also Jersey was more than listed.",NA,NA,"Site Jabber",NA
"Gail M.","MLB sweatshirt arrived today. Very cheap material - size medium ordered but looks like extra small. Bought for gift and probably won't fit recipient. Paid $60 and expected heavy, nice quality product. Embarrassed to give as gift as so chintzy. Shop elsewhere!",2017-12-15,NA,"Site Jabber",NA
"Jay J.","They make you fill out a lot of paperwork in order to return an item. Fine - I can deal with this. But even if you fill out all the paperwork, they will still process your return incorrectly. Their sizes are not accurate - so you will probably have to deal with this hott mess if you place any orders with them.",NA,NA,"Site Jabber",NA
"Craig P.","I ordered a $20 hat and PAID $5 for shipping and handling, I just found out it takes 7 business days to get it from Nevada to Texas?! I ship stuff for work all the time, USPS PRIORITY would cost $6 and would have been here in 2days. No more crapanatics for me...",2018-07-25,NA,"Site Jabber",NA
"Craig P.","I ordered a $20 hat and PAID $5 for shipping and handling, I just found out it takes 7 business days to get it from Nevada to Texas?! I ship stuff for work all the time, USPS PRIORITY would cost $6 and would have been here in 2days. No more crapanatics for me...",2018-07-25,NA,"Site Jabber",NA
"Manuel A.","Iv'e ordered plenty of items through fanatics in the past, sometimes the delivery was later than expected but I didn't mind as I was never in a hurry. I recently placed my last order with supposed guaranteed before Christmas, of course a few days later expected date was changed to the 26th. I didn't make a big deal I understand it's a busy season it was fine. Day after Xmas nothing got delivered instead the item was sent back to warehouse. At this point I just wanted a refund since this was a gift. Was told they needed the item in warehouse and then I could expect a refund up to a week later. Fast forward to 1/10 live assistance told me they had actually just issued the refund and would take 2-7 days. Well it's now 1/22 and still no refund has been issued. Extremely disappointed considering how much money Iv'e spent with them.",NA,NA,"Site Jabber",NA
"Michael B.","I purchased an NFL jersey for my son for a Christmas gift. After laundering it one time according to manufacturer instructions, a large portion of number on back of jersey ""scraped"" off. $70 shirt worn one time and customer service said they can't process a return since it was washed. How is this not a defective product? Ordered several things from them over the years but this will be the last!",2016-01-04,NA,"Site Jabber",NA
"Kara W.","I've ordered several items from your site in the past with no problems, and am incredibly disappointed this time. I ordered a Cleveland Indians t-shirt for myself, in hopes of having it for the ALDS. The order was placed on 9-15-17 (order # 21-**************) and it said my item would ship by 9-29-17. I checked the status of my order today, wondering why it's taking so long, and my order status just says Refunded. If you can't fulfill my order, don't list the item as available on your site. And maybe GIVE ME A LITTLE NOTIFICATION about my order being cancelled so I can order it from someone else more reliable.",NA,NA,"Site Jabber",NA
"Marcus C.","I recently bought a $60 grey hoodie that I realized I didn't want any more. I never opened the package or tried the hoodie on, i simply just returned it like any other customer. A few days later I receive an email stating that the product was customized and damaged so therefore they couldn't return the money and donated the ""damaged"" hoodie to charity.
I will never buy anything from this site again",2017-03-29,NA,"Site Jabber",NA
"Brad O.","After ordering and being told I would receive a jersey in 10 days, I was randomly shipped a different jersey(of a completely different player). Told my order was closed and I could return an item to be credited in 10 days. I asked why I was randomly shipped something that I never ordered, and was given no valid reason. I will never work with Fanatics again. 'Bait and switch' seems to be their 'go-to'.

Brad",2017-10-15,NA,"Site Jabber",NA
"Ellie H.","I've been battling for 4 months trying to get a refund for an item I never received. I was advised by a customer support member to ""just wait"" and now I'm outside their 45 day window for requesting a refund. I requested a refund months ago and was denied that right and am considering taking legal action as this violates the Consumer Rights Act of 2015. Horribly upset that I wasted so much time and money. Never order from these scam artists!",2016-02-17,NA,"Site Jabber",NA
"joe w.","Stay away from this company, they charge huge amounts to return items and then only refund for customer gift credit. Shady operation. BUYER BEWARE, this company isn't customer friendly. Thieves!",2017-10-25,NA,"Site Jabber",NA
"Thomas B.","Just another bad review for Fanatics... Unfortunately, this company (under various names) seems to have nearly complete control of the online sports apparel market via university and major pro league shopping sites. I ordered two tee shirts from MLBshop.com - a long sleeve (US$30) from Fanatics and a short sleeve (US$22) from Majestic. Poor reviews from many review sites had me concerned; although most problems seem to be related to shipping delays and customer service issues. I figured I'd do a small order to test the waters, with no urgency involved and an order that would be pretty hard to screw up. I received the products in a reasonable timeframe. However, the quality of the LS tee from fanatics is poor. The material is very thin/light (immediate wrinkling/warping on the first washing); the stitching looks like it will start raveling after about 20 washes (will have to wait to see); the printing is poor quality and looks like it will be distressed after a handful of washings; the ends of the long sleeves have no elastic (I could see this in the photo on the site, but I would have expected some reasonable reinforcing other than a 1/2"" turn under with lousy stitching); and to add insult to injury the printing (arch with straight line on bottom) is not level. I'm not sending it back - but from reviews that I've read and from my experience, it appears that Fanatics quality and that of it's affiliated brands is probably uniformly low. For $30, they should provide something much better. I get similar (thinner than normal material, sketchy printing) LS shirts with local university sports logos from WalMart for $10-$12 that are of far better quality. The Majestic SS tee was pretty thin/light also, but stitching looks a little better, and the printing looks like it will last for a while (at least it's not crooked). Be warned in terms of your expectations. Someone is making a ton of money for nothing.",2018-04-14,NA,"Site Jabber",NA
"Fred F.","Web site said 3 business days to process the order plus 3 days transit time. They created my Fed-x tracking number on time and sent a message telling me to wait by the door. Yeah right. The didn't actually ship the order for another 3 days and it's going to take another 6 days to arrive at its destination. So, what should have taken 6 days is actually going to take 12. No wonder Amazon is growing so fast.",2017-08-19,NA,"Site Jabber",NA
"Andrea P.","I wish i would have read the reviews prior to making my purchase. I ordered a shirt through Fanatics and although it said it would ship in 1 business day, its status has been stuck on ""label created."" Meaning it hasn't been shipped. This was supposed to be a gift but now I don't even now if it will make it in time to me. I didn't expect overnight shipping but after all the reviews and my personal experience, i don't think i will be ordering again. Oh and the rep i spoke to on their live chat was absolutely no help. Whatsoever",2017-10-05,NA,"Site Jabber",NA
"Penny B.","Wish I would have read these reviews before ordering a gift card on 12/8. Got an email that it shipped12/13. Shop runner gave me a 2 day delivery. Turns out that was an error because gift cards don't qualify. Spoke with 5 or 6 different people. Was hung up on by a manager. I did not raise my voice or swear. Now I am told I should get my gift by the 27th. Hello it was a xmas gift.",2017-12-18,NA,"Site Jabber",NA
"David M.","I've always order from fanatics... but they sent me the wrong items... they just keep getting worse and worse... last time i will order from them... they need to get better customer service and when they make a mistake they should be able to resolve it as soon as possible... specially with someone who buys from them all the time...",2017-06-27,NA,"Site Jabber",NA
"David L.","I purchased a Washington State Cougars Big & Tall Primary Logo T-shirt (Ash) as a Christmas gift for my son. I really like the fact that Fanatics sells Big & Tall products. BUT since the shirt has been washed several times, the logo is almost completely gone. The size and quality of the shirt are good.",2019-05-20,NA,"Site Jabber",NA
"Breana w.","Ordered a hoodie after looking at the size chart and it ended up being WAY to small (beware with sizes) so I returned it within the next couple days and ordered the exact same one just a lot bigger and more expensive since I had to pay EVEN MORE for shipping that way I could get it in time for the game I was going to. I finally got the refund confirmation and its $20 less than what I paid. Even less than the hoodie itself! I will never shop with them again!",NA,NA,"Site Jabber",NA
"Berry A.","My sister purchased a t shirt for me from FAnactics as a Christmas gift. It was the wrong size and Fanatics won't take exchanges so I sent it back for a store credit to get something else. After waiting over a month for them to process it, I followed up and they had credited my sister's credit card. I have no way to verify that without contacting my sister and then it would be awkward because she would feel like she needs to send me the money for the shirt. Horrible gift return process. I wouldn't recommend them unless you know 100% sure that the person will like the product and that it will fit.",2018-02-12,NA,"Site Jabber",NA
"Gerald b.","Don't waste your time ordering from this company. I was promised days before Halloween that it crucial part of my family Halloween costume would arrive by 12 on Halloween. I arrived home at 1:30 to find the item was not delivered. I never received the confirmation email with tracking information due to a typo. By the way I went through the email spelling with the representative three times. Fanatics swore that the item was shipped and then it would be to my house by 4:30. I waited around. And it never came. Two different Fanatics reps promised me that it would be here. It wasn't and not only that it never came even the next day. I paid extra for expedited shipping and I didn't get the product at all. These guys are liars and scumbags use someone else to buy similar products",NA,NA,"Site Jabber",NA
"peggy S.","Close to impossible to discern the return process, then it stated that my email address was incorrect, which is not true, and did not list the phone number to contact customer service. They clearly make it exceedingly difficult to return an item.",2018-11-05,NA,"Site Jabber",NA
"matt c.","Ordered many things threw the team website via Fraudnatics before. It always seems to take a long time to receive the items. This time I needed some items for a gift. I ordered the items last Friday and paid nearly $20 for expedited shipping. Almost 6 days later and they still have not arrived. Talked to customer service and they say Fedex takes one and a half days to update tracking info. Give me a break in today's world of technology that makes no sense. Then I was told that processing takes a while. Back in the day I worked at a warehouse and if we took that long to process a priority order we would be fired. Blaming processing and a third party shipping company is ridiculous. As I need the items today as a gift, I am put in a huge bind. The customer service is as bad and slow as Fraudnatics. The NFL made a huge mistake using this company as their supplier. Never ordering or using Fraudnatics again! Customer service is no help and want refund the extra money I paid for shipping. Its no wander why Fraudnatics has terrible reviews online!",2018-09-27,NA,"Site Jabber",NA
"MICHAEL K.","Tried to have my orders shipped to my summer mailing address in Blaine Wa., to a retail Mailbox Store. Never had a problem in the past with any company: Maui Jim's, clothesline, etc. This location has been my summer billing address for 17 years.

This time Fanatics and the Basketball Store, both owned and operated by Fanatics refused to ship my orders of Penn St. Wearables to this address. Said they had a security concern. The actual billing was processed, approved and then reversed.

Spoke to numerous people at Fnatics and they said they couldn't reverse the decision not to ship. Have complained to Penn St. Athletic Dept., will see what happens.",2019-06-04,NA,"Site Jabber",NA
"Jayson B.","I ordered two items from this site on December 13. Site said it would be delivered between 7 and 10 days from order. Ordered these for Christmas for two military personnel coming home for the holiday (charged for them immediately). They leave back to base on the 26th. I called 4 times, even left a message for a return call. No reponse. I've emailed them... no response. Very disappointed that I won't have these for Christmas and even wondering if I'll get them at all.",NA,NA,"Site Jabber",NA
"Ashanti W.","The exact dame thing happened to me as the previous review. I ordered a shirt that was supposed to be guaranteed delivery on Fathers Day. In addition i paid next day delivery ($24.95). I called twice, the second rep Laura was rude $#*! hell! She tried to tell me the shirt i selected was not part if the promotion when clearly it gad #1 Dad on the back and it stated it guaranteed to be delivered by fathers day. Now my gift to my dad will not be delivered until Tuesday... I will NEVER order from these people again. I will stick to my trusted go to site for all sports memorabilia and apparel. If i could they would get a negative zero rating",2017-06-16,NA,"Site Jabber",NA
"Andrew S.","I'm sure by now everyone can see the trend. Order products and hope they show up... My latest order has shown ""NEW"" for two weeks and no updates. There is NO Customer Service to speak of. Everything is automated right down to the email inquire responses. Try calling? Don't bother, it's the same... Put on hold music loop for as long as you can bear to stand it.

What a joke.",2016-11-14,NA,"Site Jabber",NA
"Ryan L.","Besides hats, all the shirts and jerseys that I've purchased have been very poor quality. Screen printing for the Cowboys items is horrible. Materials are very poor quality.",NA,NA,"Site Jabber",NA
"Corey P.","Ordered stuff in the past and always had issues. Put an order in for a Penguins shirt on Monday the 12th. (fathers day present) I did the 3 days ship. Just looked at the shipping confirmation and the shirt willn't be in until late next week. Called the customer service number and the lady was yelling at me. She was extremely rude. Please whatever you do stay away from this company. Then in small print they have (this product will ship within 3 days) which means it takes 3 FULL DAYS for them to process an order. Thanks Fanatics my father day is ruined.",2017-06-15,NA,"Site Jabber",NA
"Craig P.","I ordered a $20 hat and PAID $5 for shipping and handling, I just found out it takes 7 business days to get it from Nevada to Texas?! I ship stuff for work all the time, USPS PRIORITY would cost $6 and would have been here in 2days. No more crapanatics for me...",2018-07-25,NA,"Site Jabber",NA
"Manuel A.","Iv'e ordered plenty of items through fanatics in the past, sometimes the delivery was later than expected but I didn't mind as I was never in a hurry. I recently placed my last order with supposed guaranteed before Christmas, of course a few days later expected date was changed to the 26th. I didn't make a big deal I understand it's a busy season it was fine. Day after Xmas nothing got delivered instead the item was sent back to warehouse. At this point I just wanted a refund since this was a gift. Was told they needed the item in warehouse and then I could expect a refund up to a week later. Fast forward to 1/10 live assistance told me they had actually just issued the refund and would take 2-7 days. Well it's now 1/22 and still no refund has been issued. Extremely disappointed considering how much money Iv'e spent with them.",NA,NA,"Site Jabber",NA
"Michael B.","I purchased an NFL jersey for my son for a Christmas gift. After laundering it one time according to manufacturer instructions, a large portion of number on back of jersey ""scraped"" off. $70 shirt worn one time and customer service said they can't process a return since it was washed. How is this not a defective product? Ordered several things from them over the years but this will be the last!",2016-01-04,NA,"Site Jabber",NA
"Kara W.","I've ordered several items from your site in the past with no problems, and am incredibly disappointed this time. I ordered a Cleveland Indians t-shirt for myself, in hopes of having it for the ALDS. The order was placed on 9-15-17 (order # 21-**************) and it said my item would ship by 9-29-17. I checked the status of my order today, wondering why it's taking so long, and my order status just says Refunded. If you can't fulfill my order, don't list the item as available on your site. And maybe GIVE ME A LITTLE NOTIFICATION about my order being cancelled so I can order it from someone else more reliable.",NA,NA,"Site Jabber",NA
"Marcus C.","I recently bought a $60 grey hoodie that I realized I didn't want any more. I never opened the package or tried the hoodie on, i simply just returned it like any other customer. A few days later I receive an email stating that the product was customized and damaged so therefore they couldn't return the money and donated the ""damaged"" hoodie to charity.
I will never buy anything from this site again",2017-03-29,NA,"Site Jabber",NA
"Brad O.","After ordering and being told I would receive a jersey in 10 days, I was randomly shipped a different jersey(of a completely different player). Told my order was closed and I could return an item to be credited in 10 days. I asked why I was randomly shipped something that I never ordered, and was given no valid reason. I will never work with Fanatics again. 'Bait and switch' seems to be their 'go-to'.

Brad",2017-10-15,NA,"Site Jabber",NA
"Ellie H.","I've been battling for 4 months trying to get a refund for an item I never received. I was advised by a customer support member to ""just wait"" and now I'm outside their 45 day window for requesting a refund. I requested a refund months ago and was denied that right and am considering taking legal action as this violates the Consumer Rights Act of 2015. Horribly upset that I wasted so much time and money. Never order from these scam artists!",2016-02-17,NA,"Site Jabber",NA
"joe w.","Stay away from this company, they charge huge amounts to return items and then only refund for customer gift credit. Shady operation. BUYER BEWARE, this company isn't customer friendly. Thieves!",2017-10-25,NA,"Site Jabber",NA
"Thomas B.","Just another bad review for Fanatics... Unfortunately, this company (under various names) seems to have nearly complete control of the online sports apparel market via university and major pro league shopping sites. I ordered two tee shirts from MLBshop.com - a long sleeve (US$30) from Fanatics and a short sleeve (US$22) from Majestic. Poor reviews from many review sites had me concerned; although most problems seem to be related to shipping delays and customer service issues. I figured I'd do a small order to test the waters, with no urgency involved and an order that would be pretty hard to screw up. I received the products in a reasonable timeframe. However, the quality of the LS tee from fanatics is poor. The material is very thin/light (immediate wrinkling/warping on the first washing); the stitching looks like it will start raveling after about 20 washes (will have to wait to see); the printing is poor quality and looks like it will be distressed after a handful of washings; the ends of the long sleeves have no elastic (I could see this in the photo on the site, but I would have expected some reasonable reinforcing other than a 1/2"" turn under with lousy stitching); and to add insult to injury the printing (arch with straight line on bottom) is not level. I'm not sending it back - but from reviews that I've read and from my experience, it appears that Fanatics quality and that of it's affiliated brands is probably uniformly low. For $30, they should provide something much better. I get similar (thinner than normal material, sketchy printing) LS shirts with local university sports logos from WalMart for $10-$12 that are of far better quality. The Majestic SS tee was pretty thin/light also, but stitching looks a little better, and the printing looks like it will last for a while (at least it's not crooked). Be warned in terms of your expectations. Someone is making a ton of money for nothing.",2018-04-14,NA,"Site Jabber",NA
"Fred F.","Web site said 3 business days to process the order plus 3 days transit time. They created my Fed-x tracking number on time and sent a message telling me to wait by the door. Yeah right. The didn't actually ship the order for another 3 days and it's going to take another 6 days to arrive at its destination. So, what should have taken 6 days is actually going to take 12. No wonder Amazon is growing so fast.",2017-08-19,NA,"Site Jabber",NA
"Andrea P.","I wish i would have read the reviews prior to making my purchase. I ordered a shirt through Fanatics and although it said it would ship in 1 business day, its status has been stuck on ""label created."" Meaning it hasn't been shipped. This was supposed to be a gift but now I don't even now if it will make it in time to me. I didn't expect overnight shipping but after all the reviews and my personal experience, i don't think i will be ordering again. Oh and the rep i spoke to on their live chat was absolutely no help. Whatsoever",2017-10-05,NA,"Site Jabber",NA
"Penny B.","Wish I would have read these reviews before ordering a gift card on 12/8. Got an email that it shipped12/13. Shop runner gave me a 2 day delivery. Turns out that was an error because gift cards don't qualify. Spoke with 5 or 6 different people. Was hung up on by a manager. I did not raise my voice or swear. Now I am told I should get my gift by the 27th. Hello it was a xmas gift.",2017-12-18,NA,"Site Jabber",NA
"David M.","I've always order from fanatics... but they sent me the wrong items... they just keep getting worse and worse... last time i will order from them... they need to get better customer service and when they make a mistake they should be able to resolve it as soon as possible... specially with someone who buys from them all the time...",2017-06-27,NA,"Site Jabber",NA
"David L.","I purchased a Washington State Cougars Big & Tall Primary Logo T-shirt (Ash) as a Christmas gift for my son. I really like the fact that Fanatics sells Big & Tall products. BUT since the shirt has been washed several times, the logo is almost completely gone. The size and quality of the shirt are good.",2019-05-20,NA,"Site Jabber",NA
"Breana w.","Ordered a hoodie after looking at the size chart and it ended up being WAY to small (beware with sizes) so I returned it within the next couple days and ordered the exact same one just a lot bigger and more expensive since I had to pay EVEN MORE for shipping that way I could get it in time for the game I was going to. I finally got the refund confirmation and its $20 less than what I paid. Even less than the hoodie itself! I will never shop with them again!",NA,NA,"Site Jabber",NA
"Berry A.","My sister purchased a t shirt for me from FAnactics as a Christmas gift. It was the wrong size and Fanatics won't take exchanges so I sent it back for a store credit to get something else. After waiting over a month for them to process it, I followed up and they had credited my sister's credit card. I have no way to verify that without contacting my sister and then it would be awkward because she would feel like she needs to send me the money for the shirt. Horrible gift return process. I wouldn't recommend them unless you know 100% sure that the person will like the product and that it will fit.",2018-02-12,NA,"Site Jabber",NA
"Gerald b.","Don't waste your time ordering from this company. I was promised days before Halloween that it crucial part of my family Halloween costume would arrive by 12 on Halloween. I arrived home at 1:30 to find the item was not delivered. I never received the confirmation email with tracking information due to a typo. By the way I went through the email spelling with the representative three times. Fanatics swore that the item was shipped and then it would be to my house by 4:30. I waited around. And it never came. Two different Fanatics reps promised me that it would be here. It wasn't and not only that it never came even the next day. I paid extra for expedited shipping and I didn't get the product at all. These guys are liars and scumbags use someone else to buy similar products",NA,NA,"Site Jabber",NA
"peggy S.","Close to impossible to discern the return process, then it stated that my email address was incorrect, which is not true, and did not list the phone number to contact customer service. They clearly make it exceedingly difficult to return an item.",2018-11-05,NA,"Site Jabber",NA
